id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,log_gia,Thương hiệu_encoded,Dòng xe_encoded,Loại xe_encoded,Dung tích xe_encoded,Xuất xứ_encoded,cluster,kmeans_cluster,gmm_cluster,agg_cluster,sil_value,pca1,pca2
4191,bán SH,75.0,98.4,115.51,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","xe chính chủ đi, máy móc nghiêm chỉnh, hàng việt nam mẫu Ý , xem xe quận gò vấp, mua bán tại nhà bao xem test xe",Honda,SH,2010.0,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/123159905.htm,4.330733340286331,11,114,1,0,6,0,0,0,0,0.560826932201868,0.5765962908850003,0.24874897847154706
4192,Xe tay ga Lead 125 fi 2021 vàng nâu chính chủ,25.0,27.9,32.76,"Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh","Cần bán xe Lead 125 fi vàng nâu, mua tháng 6 năm 2021, chính chủ.",Honda,Lead,2021.0,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/123154531.htm,3.258096538021482,11,76,1,0,6,0,0,0,0,0.720478846177146,0.47323019032751046,-0.9686010641732093
4193,"Bán xe exciter 2010 5p71 zin mộc, chưa rớt đầu",55.0,41.9,49.18,"Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","Cần ra đi con ex2010 5p71 biển số thành phố, chính chủ đứng tên",Yamaha,Exciter,2010.0,44999,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/123153323.htm,4.02535169073515,33,49,0,0,7,0,0,0,0,0.6533344749458365,0.1516211803598796,0.14785786911485702
4194,"XBIKE MÁY ZIN, GIẤY TỜ ĐẦY ĐỦ K9C",5.6,8.5,9.98,"Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","- Xe hiện đang đi làm hằng ngày. Bị 1 lỗi *** là hết xăng không chạy được.
- Dàn áo tình trạng không đẹp như hình
- Máy móc chuẩn chỉ, không xì nhớt
*Đã thay:
- Cặp bánh không ruột Maxxis
- Yên lót nệm Kimdan
- Cổ pô Inox304...
Nay mình có nhu cầu lên xe nên để lại, xe phù hợp cho anh em cày cuốc. 
Đảm bảo mua về chỉ chạy, không làm gì thêm.
Gọi mình nhé!",Suzuki,Xbike,2012.0,50000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/123144786.htm,1.8870696490323797,26,157,2,0,2,2,2,0,0,0.7450432165269533,-0.65524757109267,-0.329063007142496
4195,Wave A trùm mền,18.0,13.66,16.04,"Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","Nhà còn dư con Wave a trùm mền vợ mình ko nhu cầu dùng nữa cần bán, xe mới đi được 4k4 cây số, xe mới 99% xe đa số trùm mền 
Biển số TP HCM 9 chủ 1 đời chủ ace ai có nhu cầu mua xe cũ về dùng thì đây là con xe ko làm ace thất vọng, bao thầy thợ đến xem tận nhà, giá ko bớt ace ai thật sự quan tâm hãy alo, xin đọc kỹ tin dùm mình tránh kỳ kèo mất time cả 2 , thank ace đã xem tin",Honda,Wave,2021.0,4400,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/121410441.htm,2.9444389791664403,11,150,2,0,6,0,0,0,0,0.722243270639953,0.3588798156012604,-1.0301637577720058
4196,KẸT TIỀN BÁN GẤP SH 125i ABS MỚI KENG BSTP CHỈ 60x,64.5,69.27,81.32,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","SH 125i - 2021 - ABS
Km : 26k
Màu đen
BSTP
💰 64tr500 ra lộc 🍀🍀🍀🍀",Honda,SH,2021.0,26000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/120117098.htm,4.182050142641207,11,114,1,0,7,0,0,0,0,0.6015468843495105,1.1679414582819818,-0.6589558897931371
4197,exciter 155 2022,36.0,28.79,33.8,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","Két nước rdt đã lên két lớn rdt 
Odo 4754
Ae liên hệ chặt giá
Thương lượng",Yamaha,Exciter,2022.0,4754,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/119357300.htm,3.6109179126442243,33,49,0,0,6,0,0,0,0,0.6865419464942759,0.7680660433789073,-0.9809355998638207
4198,bán xe yamaha yupeter nhüt,5.9,6.16,7.23,"Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh","Càn bán xe nhà không sü dung nüa yamaha yupeter nhüt xe Nước Sơn zin máy êm bình Dèn kèn dày dû,,chãy rát mänh..Mua vè chî viêc dô xäng là ..cà Vẹt giay tò dày dû,,mua bán viét giáy tay tai nhà bao tranh cháp",Yamaha,Jupiter,2004.0,20000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/119190314.htm,1.9315214116032138,33,71,2,0,2,2,2,0,0,0.643962967487388,-1.1194512888910988,0.2011416147313525
4199,Cần bán gấp ab 208 úp Thái,8.35,7.62,8.94,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","Xe biển số thành phố 
Cavet zin theo xe 
Máy móc êm ru mạnh 
Anh chị mua đi làm đi chợ ok
Có bớt cho anh chị mua nhanh gọn
Xem xe tại nhà!",Honda,Air Blade,2008.0,36000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/117916748.htm,2.2353763433005955,11,8,1,0,2,2,2,0,0,0.7088244957598878,-0.8414530801859258,-0.04370762054846665
4200,Cần tiền bán gấp xe nhật,6.5,6.82,8.01,"Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","Cần bán gấp xe nhật suzuk viva 115fi 
Giấy tờ cavet hợp lệ 
Biển Long An dễ nhì
Xem xe tại nhà mua bán viết giấy bao an ninh",Suzuki,Viva,2013.0,40000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-phu-nhuan-tp-ho-chi-minh/117590992.htm,2.0149030205422647,26,147,2,0,2,2,2,0,0,0.7562128261282757,-0.5359456338102607,-0.4221764343753611
4201,cần bán GTS- iget 125 dk 2019,41.0,58.91,69.15,"Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","Minh cần bán GTS 125 iget. Sx 2019. Như hình

BS 61-g1 71131 giấy tờ đầy đủ. Bao uỷ quyền.
 
Odo: hơn 26.000. Máy zin em. Chạy không khói. Đã dọn mới. Có lỗi như hình",Piaggio,GTS,2019.0,26000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125156333.htm,3.7376696182833684,20,59,1,0,7,0,0,0,0,0.7139169584200756,0.5832196194590599,-0.6699608842560082
4202,"LEAD Fi , BTP 1chủ ,xe cực mới, máy vọt mạnh êm ru",9.6,11.67,13.7,"Phường 7, Quận Tân Bình, Tp Hồ Chí Minh","Bán xe LEAD Fi đời 2012 tem râu( đá chống tắt máy).Biển Thành phố , chính chủ ( công chứng uỷ quyền, sang tên đều được).Xe đã 3 năm không dùng .Vừa đưa ra bảo dưỡng , lột keo, tháo dàn inoc bảo vệ ,thay cặp vỏ , ăc quy ,nhớt, vv..có dọn sơ qua . Xe hình thức đẹp như mới không trầy xước, máy zin chạy mạnh vọt êm, cốp rộng .Xe chắc chắn chạy không sàng lắc , mọi chức năng hoạt động tốt , mua về không cần sửa chữa gi thêm.Bán công chứng liền . Giá bán 9,6 triệu . LH : Chú Minh . không tiếp Cò",Honda,Lead,2013.0,42333,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/121829696.htm,2.3608540011180215,11,76,1,0,7,2,2,0,0,0.7602448465361069,-0.4848387971285882,-0.3952686233268861
4203,"Grande Fi 125 BTP, 9chủ xe cực mới máy zin mạnh êm",17.2,15.52,18.22,"Phường 7, Quận Tân Bình, Tp Hồ Chí Minh","Bán xe Grande Fi ,125cc ,đời 2016 Biển Thành phố , 1đời chủ( công chứng uỷ quyền hoặc sang tên đều được ). Đã 2 năm để kho vì về Hà Nội. Vừa đưa ra bảo dưỡng ,lột keo , tháo dàn inoc bảo vệ ,thay ăcquy, nhớt vv.. Xe hình thức đẹp như mới , không trầy xước,máy chạy vọt mạnh êm lắm , tiết kiệm xăng. Xe chắc chắn chạy không sàng lắc, cốp rộng, mọi chức năng hoạt động tốt.ođo chuẩn , Mua về không cần sửa chữa gì thêm. Bán có Công chứng. Giá bán 17,2 triệu. LH Chú Minh, không tiếp Cò",Yamaha,Grande,2016.0,45333,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/120848094.htm,2.9014215940827497,33,64,1,0,7,0,0,0,0,0.7704427585651199,-0.13906468516856973,-0.5611557527262342
4204,"LEAD Fi.Đá chống tắt máy.BTP chính chủ, máy êm lăm",7.6,7.98,9.37,"Phường 7, Quận Tân Bình, Tp Hồ Chí Minh","Bán xe LEAD Fi, đá chống tắt máy, đời 2011. Biển Thành phố , chính chủ ( công chứng sang tên, không ủy quyền). Vừa đưa ra bảo dưỡng , lột keo, nhớt ,cặp vỏ còn mới vv .. Xe đang sử dụng bình thường , cũ theo thời gian,máy chạy mạnh vọt êm, cốp rộng .Xe chắc chắn chạy không sàng lắc, đề nhẹ. Bán có Công chứng. Giá bán 7,6 triệu .LH Chú Tiến. Không tiếp Cò",Honda,Lead,2012.0,83333,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/116790830.htm,2.151762203259462,11,76,1,0,7,2,2,0,0,0.7267131574076049,-0.7231624020780736,-0.23469544696940606
4205,Cần bán xe tfx 150,31.0,28.85,33.87,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","odo xe 16kx 
xe full đen cực ngầu
biển số tỉnh
giá còn thương lượng
xem xe tại tân bình",Yamaha,TFX,2017.0,17000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125173273.htm,3.4657359027997265,33,136,0,0,2,0,0,0,0,0.7507392091161385,0.28179212662915837,-0.6101440675708394
4206,Vespa Srint 150i 2022 màu cam chính chủ,70.0,59.58,69.94,"Phường 7, Quận Tân Bình, Tp Hồ Chí Minh","Vespa Spint Abs 150 2022 màu cam chính chủ , máy móc nguyên bản không đụng chạm.❤️‍🔥❤️‍🔥❤️‍🔥",Piaggio,Vespa,2023.0,8000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125068241.htm,4.2626798770413155,20,144,1,0,7,0,0,0,0,0.5490277811312895,1.4700306546438138,-0.8149651901829494
4207,xe cub 82-70cc,16.0,7.2,8.45,"Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","Gia đình em có chiếc xe không có nhu cầu đi , muốn bán lại cho ai cần. Xe của Nhật Bản rất tiết kiệm xăng và Có Đề.

Xe 82 - 70cc - "" Nhât Bản "" 
Không cần Bằng lái, 
Phù hợp cho học sinh ,Ông Bà lớn tuổi mua đi chợ hoặc chạy đưa đón cháu đi học
Giá bán : 16 triệu có bớt cho ai thiện chí
Xem xe tại 149/35 ba vân p14 Tân Bình
Lưu ý : Ko bán cho Cò, Lái buôn , e bán cho ai thật sự cần và yêu thích dòng xe này .",Honda,Cub,1998.0,10,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125168190.htm,2.833213344056216,11,30,2,1,2,2,2,1,0,0.4703040670568381,-0.8377599417457957,1.7160353771704226
4208,Bán Cafe Racer - Yamaha 150cc y hình,29.9,28.85,33.87,"Phường 7, Quận Tân Bình, Tp Hồ Chí Minh",Mình cần bán xe cafe racer chính chủ y hình hoặc đổi xe máy điện Vìn Feliz S/neo hoặc Datbike Quantum S1/2/3.,Yamaha,TFX,2017.0,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Ấn Độ,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125167403.htm,3.4307561839036995,33,136,0,0,10,0,0,0,0,0.754913337842889,0.2198263502798446,-0.5862354464394026
4209,Bơm hơi xe honda,1.0,38.07,44.69,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","Bơm hơi xe may, nhỏ gọn, Sài ok, bơm hơi xe tay ga , giá hạt dẻ, 120 ngan",Honda,Air Blade,2025.0,12399,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125165655.htm,0.6931471805599453,11,8,1,0,4,0,0,0,0,0.6500540958773011,0.2951870356639182,-1.4277802803013133
4210,Cần bán SH_125 form ý,80.0,111.87,131.33,"Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","Cần bán SH_125 form ý .
_ SM501
_ ĐK 12/2011
_ BSTP 9 chủ công chứng
A/E thích leng keng thì tự dọn. Ai có nhu cầu liên hệ.",Honda,SH,2011.0,53000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/123805317.htm,4.394449154672439,11,114,1,0,6,0,0,0,0,0.540501022232245,0.6686692601122509,0.26360145167750687
4211,Vespa LX 2010,6.0,4.94,5.8,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","Bán lại xe Vespa LX 2010
Tình trạng tốt, do đổi xe nên bán lại",Piaggio,LX,2010.0,200000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125162577.htm,1.9459101490553132,20,74,1,0,3,2,2,2,0,0.5442352309842079,-1.2644042843794676,0.18678971433457156
4212,Chính chủ bán NVX V2 155 biển TP 2024 lướt 10k,42.0,44.02,51.68,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","Chính chủ cần bán xe Yamaha NVX V2 155 màu đen biển TPHCM đăng kí 2024 chạy lướt 10.800km chuẩn, mua mới chính hãng 1 đời chủ còn bảo hành chính hãng, xem xe tại P15 Tân Bình, sang tên công chứng ngay. Cam kết mua bán tại nhà xe chuẩn km chưa bị đâm đụng. Đã gắn thêm cản sau, lót chân vân carbon và baga inox chỗ bình nắp bình xăng có 2 móc inox treo đồ. Xe chạy kĩ bão dưỡng định kì đầy đủ, xe còn rất mới xem là ưng ngay
Xe cá nhân bán nên miễn tiếp cò lái, xin cảm ơn",Yamaha,Nvx,2024.0,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125136264.htm,3.7612001156935624,33,95,1,0,6,0,0,0,0,0.6390564653246676,1.0059065184805567,-1.0772715055447901
4213,honda vario 125 2022 bs tp máy zin nhập indo,33.0,32.95,38.68,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","Honda vario 2022 nhập indo odo 23000km xe đẹp máy zin chuẩn chính chủ bs thành phố
Xe thanh lý tiệm cầm đồ có cccd chủ xe đầy đủ
Xem xe tại cửa hàng 
Xin cảm ơn",Honda,Vario,2022.0,22000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125155711.htm,3.5263605246161616,11,142,1,0,3,0,0,0,0,0.6960138764949293,0.6567854043232024,-0.9597859747087187
4214,Cần bán Dream thái 1992 ( chia lại đam mê ),27.0,11.04,12.96,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","Nhà chật nên cần bán xe dream thái 1992 
Đồ đạc trên xe còn zin nhìu ( xem xe thực tế để bik về đồ đạc trên xe ạ)
Kb để em gửi chi tiết nhé
Xe ở Tân Bình Tphcm 
Liên hệ ***",Honda,Dream,1992.0,100000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125155203.htm,3.332204510175204,11,36,2,1,4,2,2,2,0,0.35371917788726187,-1.3708367398749262,2.4839606930644518
4215,SH MODE 2018 biển số VIP 89898,68.686,35.93,42.18,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","SH MODE sản xuất 2018
Chạy được hơn 5 vạn
Ngoại thất trầy xước
1 chủ
Biển số uỷ quyền trọn đời, hỗ trợ sang các dòng xe khác

Giá 68.868.000 VNĐ",Honda,SH Mode,2018.0,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125139930.htm,4.243999436759102,11,115,1,0,6,0,0,0,0,0.6051715849955973,0.9590040126296291,-0.34690113037034837
4216,cần bán xe gấp xe nguyên zin đang cần lúa làm ăn,60.0,52.54,61.68,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","Xe đi được 2 năm
Odo hơn 30000km
Nguyên zin không chạm tới máy móc
Xe bọc keo nên cũng không hư nhiều",Honda,SH Mode,2023.0,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125138713.htm,4.110873864173311,11,115,1,0,6,0,0,0,0,0.5957994392871843,1.211579824267186,-0.8303266820021233
4217,"Honda Wave RSX 2019 bánh mâm, chính chủ, BSTP",16.5,11.68,13.71,"Phường 9, Quận Tân Bình, Tp Hồ Chí Minh","- Honda Wave RSX 2019, bánh mâm, thắng đĩa.
- Xe chính chủ (em đứng tên), mới chạy 9000km do mua cho phụ huynh đi làm.
- Biển số HCM.",Honda,Wave,2019.0,9000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124333375.htm,2.8622008809294686,11,150,2,0,7,0,0,0,0,0.7483498132859018,0.17475190139350796,-0.8791395933638916
4218,bán xe SH mode xanh dương 2016,34.5,30.1,35.33,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","Xe máy: SH mode
Màu: xanh dương
Tình trạng 90%
Xe do nhà vào hàng hoá thường xuyên có trầy xước vài chỗ.
Xe chính chủ, bao công chứng
TPHCM Tân Phú, Tân Bình",Honda,SH Mode,2016.0,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124848956.htm,3.56953269648137,11,115,1,0,6,0,0,0,0,0.7462473366205316,0.26771356644959826,-0.5037873048807756
4219,"Wave Thái 125 mới 999,9 Biển tp Ngay chủ",75.0,16.31,19.14,"Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","-WAVE THÁI 125 ĐI ĐÚNG ĐỒNG HỒ 
-851 KM - ĐK CUỐI 2024 SIÊU KEN 
-THIẾU CÁI THÙNG ..BIỂN TP CÔNG CHỨNG 1 NỐT NHẠC ..Đúng chất xe cọp 
_CHẠY TÊ TÊ TRỨNG CÚT AE 
_GIÁ: 75 Triệu",Honda,Wave,2024.0,851,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124613228.htm,4.330733340286331,11,150,2,0,7,0,0,0,0,0.5100233374587604,1.657669072056576,-0.8730584368584523
4220,Cần trao đổi với xe cùng tầm giá,3.0,52.61,61.76,"Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",Xe zin gắn thêm đèn kenzo cx80 v3 và xe mik cần trao đổi với xe cùng tầm giá chứ không phải là xe mua bán nha ae,Honda,Dòng khác,2023.0,9300,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125123180.htm,1.3862943611198906,11,39,0,0,6,0,0,0,0,0.6841668413618307,0.20151374231624558,-1.2713771742493776
4221,dư xe bán cho rộng chỗ,7.5,6.82,8.01,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",xe giấy tờ đầy đủ ko 9 chủ lh sdt ***,Honda,Cub,2015.0,999,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125120863.htm,2.1400661634962708,11,30,2,2,2,1,1,1,0,0.3123325539855415,0.6506765226421702,1.4270045407547784
4222,SH 125. 2022,64.0,74.57,87.54,"Phường 8, Quận Tân Bình, Tp Hồ Chí Minh","Xe đẹp chính chủ, mua mới chua sửa chữa lh ko chin ko chin ko 48943",Honda,SH,2022.0,34000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125108201.htm,4.174387269895637,11,114,1,0,6,0,0,0,0,0.5923016044308547,1.2037672849527183,-0.7181208797885635
4223,xe trum men ko di can bán cho a e thien chí,13.5,11.43,13.42,"Phường 3, Quận Tân Bình, Tp Hồ Chí Minh",Xe trùm mền ít đi mới 95% cần bán cho người thiên chí xe máy móc mới êm mua vé chỉ chạy ko cần sửa gì het,Honda,Dylan,2015.0,680000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125108183.htm,2.6741486494265287,11,38,1,0,4,2,2,2,1,0.5920618161974616,-2.2912588644717227,1.0241385413348534
4224,ex ctd 1s9a xún áo hsct,29.0,14.51,17.04,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","Xe máy zin êm
Xuống full ex nhỏ
Dàn chân sơn xi mới
Yên 2 tầng
Hồ sơ cầm tay về cho ae sang tên bấm số mới
Xem xe tây ninh",Yamaha,Exciter,2013.0,9000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125097526.htm,3.4011973816621555,33,49,2,0,2,0,0,0,0,0.7508113057736376,-0.013072042650548626,-0.34285219623367563
4225,Sirus Fi 2018 biển đẹp,10.2,8.97,10.53,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","Dư dùng thanh lí
Sirus fi 2018 giao cccd chủ. Bs dễ nhìn
Dàn áo liền lạc không nứt bể
Máy móc nguyên zin chưa chẻ, êm bóc mạnh ( phần này bao ae đi nha)
Điện đèn còi đầy đủ. Chạm là nổ.
Ae hợp chân đi làm alo em.",Yamaha,Sirius,2018.0,50000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125096583.htm,2.4159137783010487,33,124,2,0,3,0,0,0,0,0.7517873770520717,-0.1447195199587034,-0.7480603957561821
4226,nâng đời,19.0,16.53,19.41,"Phường 4, Quận Tân Bình, Tp Hồ Chí Minh","Bán xe hd lead chính chủ ít đi , sơn máy nguyên bản, miẽn TG",Honda,Lead,2016.0,25000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125096420.htm,2.995732273553991,11,76,1,0,6,0,0,0,0,0.7711445508254996,-0.04064486300379225,-0.5980052741227999
4227,"Lead 2019 trắng, Khoá SmK, bstp 9 chủ, xe zin đẹp",29.8,23.96,28.12,"Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","- Xe chính chủ bstp công chứng nhanh lẹ 
- Máy zin êm bảo hành đầy đủ tại hãng. 
- Ngoại hình mới keng ko vết trầy. 
-Xe đầy đủ 2 khoá rm , kính. 
- Giá thương lượng cho ace trực tiếp xem xe trao đổi.",Honda,Lead,2019.0,15000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124062133.htm,3.427514689979529,11,76,1,0,7,0,0,0,0,0.7392851880317979,0.4067253542464062,-0.7733969885199756
4228,nhà dư 2 xe đang chạy còn mới biển hcm vs đồng nai,5.7,4.87,5.71,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","Xe mới em đang chạy l, do mua xe mới nên pass lại giá rẻ, xe mới thay lốp với bình mới cho lun rồi ạ, xe chạy bình thuong ko hư hao gì het",SYM,Elizabeth,2014.0,50000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125086260.htm,1.9021075263969205,23,45,1,1,6,2,2,1,0,0.6211659173172737,-0.06067746756916492,0.5648739384366752
