id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,log_gia,Thương hiệu_encoded,Dòng xe_encoded,Loại xe_encoded,Dung tích xe_encoded,Xuất xứ_encoded,cluster,kmeans_cluster,gmm_cluster,agg_cluster,sil_value,pca1,pca2
4229,Bán xe Exciter Côn tay 2010,57.8,41.9,49.18,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","Gia đình cần bán chiếc xe sưu tầm tâm huyết bấy lâu nay !
Xe đời 2010 cuối đời của dòng Exciter nhỏ
Côn tay thể thao cho các bạn thích những trải nghiệm mới mẻ
Máy êm như xe điện, zin từng con ốc tán
Bao thợ kiểm tra trước khi mua bán !
Giao dịch tại nhà !
Cần thêm thông tin vui lòng gọi dt trực tiếp dùm !
Tks !",Yamaha,Exciter,2010.0,45000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124275140.htm,4.074141854904581,33,49,0,0,6,0,0,0,0,0.6418619081673632,0.20445844917596123,0.1670656701334463
4230,Xe dư dùng cần bán,11.0,8.99,10.56,"Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",Xe dư dùng cần bán liên lạc sô 8 Nguyễn Tử Nha,Honda,Air Blade,2012.0,81000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125062775.htm,2.4849066497880004,11,8,1,0,6,2,2,0,0,0.7329869648486056,-0.6516039348951603,-0.21701933665194875
4231,MSX 125 thailand,48.0,30.0,35.22,"Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","Xe chính chủ biển số tân bình, 
Máy móc zin ( bao thợ đến kiểm tra)
Chưa 1 lần nào đi tỉnh , chỉ loanh quanh sài gòn
Không tiếp những ai trả 3x
Không qua cò lái 
Xem xe 39C trần mai ninh, p.12, q. Tân bình",Honda,MSX 125,2021.0,7700,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124792343.htm,3.8918202981106265,11,83,0,0,4,0,0,0,0,0.6666507421111759,0.9145671251577585,-0.8164074395407479
4232,"❤️ Janus 2023 Đỏ, bstp chính chủ,Chưa dặm tút.",20.8,19.93,23.4,"Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","- Máy nguyên zin, chạy êm ái.

- Xe dàn áo siu đẹp, mới lột keo.

- Bstp chính chủ công chứng uỷ quyền, mua bán nhanh lẹ. 

- Khoá còn đủ 2 chìa. 

- Bớt. Nhanh lẹ cho ace xem xe trực tiếp thương lượng.",Yamaha,Janus,2023.0,8000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/122365061.htm,3.0819099697950434,33,68,1,0,6,0,0,0,0,0.6902960696094879,0.5415486623149495,-1.15243117959893
4233,Sh Ý 150i sm108 đk 2012 zin chính chủ,172.0,101.46,119.11,"Phường 6, Quận Tân Bình, Tp Hồ Chí Minh","PoLên 4 bánh cần bán Sh Ý 150i sm108 đklđ 2012. Xe màu đỏ sporty zin căng đét, cavet bstp chính chủ sang tên, ký uỷ quyền 30s nhanh gọn dứt khoát!

Xe máy móc nguyên zin, mạnh êm cực bốc, vặn nhẹ là bay hú hồn. Đầu nồi nguyên zin, bao thầy thợ test kiểm tra mọi kiểu. Đường nước zin ngon lành mát mẻ, ko sợ bị sôi nước hành!

Xe đã lên khoá smartkey chống trộm chính hãng Honda gần 4tr bao yên tâm ko sợ bị nhảy bất ngờ!

Giá: 182tr ( xe cũ nên giá đã gồm bao dọn mới thay đổi màu sơn khác mới tinh nguyên xe theo ý ng mua. Còn ae tự dọn theo ý thích mình sẽ trừ lại thẳng 10tr cho ae)",Honda,SH,2012.0,38000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124579486.htm,5.153291594497779,11,114,1,0,3,0,0,1,2,0.03673395930477541,2.5230214687192323,0.7832512944965869
4234,BÁN SH150 CBS 2017 CHÍNH CHỦ,70.0,55.2,64.8,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","Xe chính chủ mua, đang chạy tốt hay bảo dưỡng định kỳ, không hư hỏng hay vấn đề gì. Có thương lượng giá cho người thiện chí & bảo hành trách nhiệm 1 tháng cho ngừoi mua. 
Xem xe xin liên hệ sớm, cảm ơn",Honda,SH,2017.0,35970,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125051229.htm,4.2626798770413155,11,114,1,0,6,0,0,0,0,0.6029082953997816,0.9576533799112311,-0.29674248948465687
4235,NVX 155 ABS SMARTKEY 2019,28.0,36.78,43.18,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","Em mua xe mới muốn thanh lý. Giấy tờ chính chủ sang tên thoải mái, máy 155cc abs smartkey zin chưa sửa chữa, odo 14.5k, vỏ xe tốt, chạy êm giữ kỹ thay nhớt đều mỗi 1K cây.",Yamaha,Nvx,2022.0,14500,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125028432.htm,3.367295829986474,33,95,1,0,2,0,0,0,0,0.7028657683958938,0.5862007663225888,-1.01222760216685
4236,Bán xe Attila,4.0,3.0,3.52,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Bán xe Attila giấy tờ đầy đủ biển tp xe vợ đi chợ đang hoạt tốt,SYM,Attila,2008.0,55555,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125035936.htm,1.6094379124341003,23,10,1,0,8,2,2,0,0,0.6939957421366889,-0.9855293622224174,-0.026231090989147155
4237,ab 160 abs 2022,41.0,34.12,40.05,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","Biển số thành phố 
Chính chủ ký
Máy móc em bao êm thôi
Mua nhanh bán lẹ",Honda,Air Blade,2022.0,23000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125032617.htm,3.7376696182833684,11,8,1,0,6,0,0,0,0,0.6773287542388143,0.8045883142628169,-0.9024939489937621
4238,"Xe vision chính chủ, biển số HCM, Gía 29t",29.0,28.0,32.86,"Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","Nhà dư không sử dụng tới nên bán lại 1 Xe vision màu đen biển số quận Tân Bình, TP. HCM, xe đứng tên chính chủ nay bán lại 29t. 
Tình trạng xe: mới 99%, chưa có 1 vết xước, chìa khoá cơ. Xe chạy rất ít mới có hơn 8000km
P/s:: Không bán sang tên uỷ quyền",Honda,Vision,2023.0,80000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124652458.htm,3.4011973816621555,11,146,2,0,3,0,0,0,0,0.677597401420852,0.4680720957653778,-0.9219823360568872
4240,bán xe lead 4 vale bản đặc biệt 2024,45.0,38.54,45.24,"Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","Xe chính chủ, dán keo nguyên xe ít trầy xướt, yên kymdan, công chứng ngay trong ngày.",Honda,Lead,2024.0,6400,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124595509.htm,3.828641396489095,11,76,1,0,6,0,0,0,0,0.6300516779234032,1.073932452373918,-1.0654045366668417
4241,Xe dư cần bán,14.0,14.3,16.79,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","Xe tốt, máy êm.
Ít chạy. Hay để ở nhà.
Xe chính chủ, sang tên, giấy ủy quyền liền tay.
Chủ thân thiện.
Xem xe tại nhà.",Honda,Future,2002.0,2869,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/125002486.htm,2.70805020110221,11,55,2,0,6,2,2,0,0,0.6185430169064258,-1.0535296754042247,0.3654344924412161
4242,Airblade chính chủ 125 Fi Đen nhám zin BSTP,25.0,8.9,10.45,"Phường 6, Quận Tân Bình, Tp Hồ Chí Minh","Xe chính chủ mình mua giữa năm 2017 
Nay mình ít đi nên bán lại cho ai cần
Xe đi bảo trì bảo dưỡng thường xuyên tại honda head nên máy móc còn tốt, chạy êm, ko hao xăng
Nguyên zin 100%
Bao sang tên giấy tờ
Giao dịch tại nhà cho yên tâm, miễn tiếp thợ 
Bớt chút cho anh em thiện chí",Honda,Blade,2017.0,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124773683.htm,3.258096538021482,11,17,1,0,6,0,0,0,0,0.7587232778494057,0.19075101754867055,-0.6682350062991326
4243,Future X xăng cơ 2010 xe đẹp,31.0,25.66,30.12,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","mình cần bán xe future x xăng cơ 2010 , xe zin nguyên bản đầu nồi chưa chạm , dán keo nguyên chiếc , xe đã lên khoá smarkey an toàn , máy móc bao chạy cực ngon bốc , biển số sài gòn quận 3 kí mua bán hay uỷ quyền đều được ,",Honda,Future,2010.0,30000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124991287.htm,3.4657359027997265,11,55,2,0,6,2,2,0,0,0.7279452363618126,-0.2537534583521953,-0.0530498738516874
4244,Bán xe Wave Alpha đời 2002 dọn full,18.0,10.55,12.38,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","Xe tâm đắc do em trai mình dọn full từ trong ra ngoài gồm cả sơn toàn bộ khung sườn để đi phố, cà phê. Nay không có nhu cầu sử dụng nên nhượng lại cho anh em đam mê. Anh em tự xem hình ảnh để biết thêm thông tin. Cavet theo xe: wave alpha, đời 2002, số máy HC08E, màu xanh đen, biển 5 số (Bình Dương. Xem xe HCM.",Honda,Wave,2002.0,3000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124982708.htm,2.9444389791664403,11,150,2,0,2,2,2,0,0,0.6196365930672711,-0.9784585746624032,0.39318770717483426
4245,Cần Bán Xe Air Blade 2011,8.9,10.02,11.76,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","Nhà không có chổ để xe, cần bán xe Air Blade đời 2011
Xe zin toàn tập, chạy nhẹ êm ko nghe 1 tiếng động lạ nào. Máy chưa đụng chạm gì. 
Xe chạy không hao xăng, phù hợp cho anh em chạy đi làm nhiều, chạy shipper.
Xe mới thay 1 cặp lốp mới, bình acquy mới thay, tất cả đèn và kèn đều chỉnh chu, nồi và phuộc cũng đã phục hồi. 
Mua xe về chỉ đổ xăng vô là chạy.
Bao thợ thầy test thoải mái. 
 
 Xin cảm ơn.",Honda,Air Blade,2011.0,57000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124981607.htm,2.2925347571405443,11,8,1,0,7,2,2,0,0,0.7383019871281372,-0.6857795352737202,-0.21440002897460939
4246,AB _ BSTP : 59 - 9C ( airblade air blade,32.5,29.93,35.13,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","Airblade :
Đk cuối 2020
Màu trắng đỏ đen
Máy nguyên zin - Granty thầm thì 
Odo chạy dc 20.000km
Vỏ mới thay

- Dàn ngoài mới lột keo - mới leng keng
- BSTP : 59
Công chứng sang tên tốc độ",Honda,Air Blade,2020.0,19,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124293003.htm,3.5115454388310208,11,8,1,0,7,0,0,0,0,0.7193199283036268,0.5757847779430216,-0.8662156639854469
4247,Sh350 máy thái date đăng ký 2023,117.5,73.25,85.99,"Phường 11, Quận Tân Bình, Tp Hồ Chí Minh","#SH350 máy thái sm601, date đăng ký lần đầu 2023

➖ODO 5k, đầy đủ 2remote, 2 chìa khóa.
➖Ngoại thất đẹp long lanh vừa tháo keo không vết trầy.
➖Máy móc cam kết nguyên zin, cốt bánh trước sau chưa mở.",Honda,SH,2023.0,5000,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124733394.htm,4.774912960575186,11,114,1,3,4,1,1,1,2,0.45448657143307203,3.730270343174688,2.6338840717984073
4248,Sh 150 ytalia,185.0,111.87,131.33,"Phường 8, Quận Tân Bình, Tp Hồ Chí Minh","Sh150 nhập ý. Màu đỏ .odo 11.800km ,SM 107 ĐKLĐ 2011. Xe còn rất keng ,Xe zin từ a-z ,máy móc zin 100% ,sơn zin .Chính chủ ký mua bán 1 nốt nhạc.",Honda,SH,2011.0,11800,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124953234.htm,5.225746673713202,11,114,1,0,3,0,0,1,2,0.09479538269487946,2.7807803028384366,0.8841195653957893
4249,cần bán xe Hayate 2008,3.8,3.25,3.81,"Phường 9, Quận Tân Bình, Tp Hồ Chí Minh","cần bán hayate 2008 
mọi chức năng đầy đủ , mấy êm 
về chỉ việc đổ xăng mà đi 
xe gtdd bao tranh chấp bs sg
cảm ơn chợ tốt duyệt tin a",Suzuki,Hayate,2008.0,450000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124945667.htm,1.5686159179138452,26,65,1,0,6,2,2,2,1,0.25324696221430737,-2.2396042931996676,0.9267595783384784
4250,Bán Gsx R150 bản độ Yoshimura,30.0,23.17,27.2,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","Xe chính chủ có lên 1-2 món đồ chơi cơ bản
Xe nguyên zin máy móc còn như mới do ít chạy
Xem xe tại P10 Q.Tân Bình
Có giao lưu qua dòng XSR hoặc bán thẳng.",Suzuki,GSX,2018.0,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124914600.htm,3.4339872044851463,26,58,0,0,6,0,0,0,0,0.7455054465942872,0.3557287367930619,-0.7090311966400115
4251,Bán xe Future X đời 2010 chính chủ từ đầu mới 96%,29.0,25.66,30.12,"Phường 9, Quận Tân Bình, Tp Hồ Chí Minh","Xe mẹ mình mua và sử dụng từ 2010 đến nay. Xe zin nguyên bản 100% từ động cơ đến từng con ốc, nổ máy nghe tiếng là mê liền. 
(Xe có xước nhẹ và lắp 1 gương mới vô để đi trong SG)
- Màu xe: Đỏ bạc đen
- Vành đúc theo xe
- Tiết kiệm nhiên liệu: 2 lit/ 100 km
- Số km đã đi: 36,792 km
- Biển số: 99…Bắc Bling 
- Giấy tờ chính chủ. Mua bán ký sống trực tiếp nhanh gọn lẹ. Xe còn rất đẹp nhưng mẹ mình cũng lớn tuổi rùi nên bán đi cho gọn nhà. Mong gặp khách hữu duyên.",Honda,Future,2010.0,36792,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124914535.htm,3.4011973816621555,11,55,2,0,6,2,2,0,0,0.7325045337957273,-0.3130257184293035,-0.05033471120665094
4252,Bán xe Hoda Future đời 2010 xe nguyên bản mới 96%,29.0,25.66,30.12,"Phường 9, Quận Tân Bình, Tp Hồ Chí Minh","Xe mẹ mình mua và đi từ 2010 đến nay là 3 vạn 6 km. Động cơ zin 100%, nổ máy cái cảm nhận được liền. Xe biển 99-… Bắc Bling, giấy tờ chính chủ. 
- Màu xe: Đỏ bạc đen;
- Vành đúc màu đen;
- Năm sản xuất: 2010;
- Tiêu tốn nhiên liệu: 2 lit/100 km
- Ai có ý định mua Wave, Sirius đời mới hoặc Suzuki, Jupiter đời cũ gặp xe mình đều phải suy nghĩ lại. Xe tăng tốc êm ái, mượt mà, cảm giác lái đầm chắc tự tin. Kiểu dáng xe thì theo mình là đẹp trong tất cả các đời xe Future.",Honda,Future,2010.0,36792,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124913912.htm,3.4011973816621555,11,55,2,0,7,2,2,0,0,0.7325045337957273,-0.3130257184293035,-0.05033471120665094
4253,Xe vespa cổ,55.0,21.39,25.11,"Phường 8, Quận Tân Bình, Tp Hồ Chí Minh","Hiện gia đình đang sở hữu con xe cổ vespa biển số tân bình hcm nay kẹt tiền cần bán em nó ai có nhu cầu xin liên hệ cảm ơn chợ tốt đăng tin.
- Máy ngon, zin, bốc khỏe... khô ráo
- Khung sườn zin, đẹp không mọt",Hãng khác,Dòng khác,2015.0,1000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124908861.htm,4.02535169073515,13,39,0,0,7,0,0,0,0,0.6718260923045045,0.6441869331162197,-0.33405559659284156
4254,HUSKY 125,18.0,15.3,17.96,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","Bồ nhí không đi xe này được nên em đành ra đi tâm huyết để tìm xe tay ga cho bồ nhí :))) Date 2018 - máy móc êm ru, điện đóm ổn định, bấm nhẹ phát nổ ạaa 🤗 

Có lên ít món theo gu cá nhân “Chống đổ, Yên bánh mỳ, Phuột, Lốp to …” Anh em ib ” Trao đổi thêm 

Xem xe tại Tân Bình- HCM",SYM,Husky,2018.0,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124904239.htm,2.9444389791664403,23,66,0,0,8,0,0,0,0,0.7616681855560593,0.06587427947631307,-0.7429498323317058
4255,em cần bán gấp,143.333333,133.06,156.2,"Phường 8, Quận Tân Bình, Tp Hồ Chí Minh",Xe như hình máy móc nguyên zin bstp sang tên 1 phút 1,Kawasaki,Z1000,2014.0,250000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124882404.htm,4.9721254370249115,15,160,0,3,2,1,1,2,2,0.3849932484567137,2.805614073118915,4.079679449850902
4256,Winner v1 zin,14.0,13.38,15.71,"Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","Xe có sang tên được
Thay tps redleo
Lọc zin hãng mới thay
Mâm Lốp zin mới thay
đã vs bảo dưỡng",Honda,Winner,2017.0,50,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124853709.htm,2.70805020110221,11,152,0,0,6,0,0,0,0,0.7602039891985578,0.014702809051134674,-0.7677588151317257
4257,Cần bán sh150i abs 2017,66.0,55.2,64.8,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",Cần bán sh150i abs 2017 chính chủ đứng tên cà vẹt máy móc nguyên zin chưa đụng chạm j cả,Honda,SH,2017.0,70000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124303137.htm,4.204692619390966,11,114,1,0,7,0,0,0,0,0.6203323977816074,0.7742997067635166,-0.24184292180855504
4258,Ex 150 62 touring mới làm,16.0,15.75,18.49,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","ex 150 làm máy 62 touring xe zin mới làm máy dino lại do ko quen xe thấy hơi khoẻ nên cần bán ae đam mê 
giàn chân đẹp cứng cáp 
máy móc bao êm khoẻ 
có cục máy zin để lại ae làm j làm 
vỏ hơi cũ 
đèn bi cầu cháy pha cos 
có fix mạnh ae về spa làm lại bên ngoài 
đầy đủ giấy tờ sang tên đổi chủ 
e bán thẳng 24tr ae thiện trí ib e để ép giá 
cần bán nhanh nên ae cứ inb alo là rep 
call/zalo *** Máy tại sg",Yamaha,Exciter,2017.0,83000,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124238356.htm,2.833213344056216,33,49,0,1,6,0,0,2,0,0.6013439696052505,0.24095677226141113,0.4900914973882165
4259,Bán xe Husky tay côn,20.0,18.4,21.6,"Phường 7, Quận Tân Bình, Tp Hồ Chí Minh","Xe Đài Loan - dòng xe tay côn husky, đã đi được 50.000km
GTĐĐ",SYM,Husky,1998.0,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124822690.htm,3.044522437723423,23,66,0,0,8,2,2,0,0,0.523796964388025,-1.3721738487955277,0.8209887289043769
4260,cần bán chiếc xe vision fi chạy rất bền,10.8,10.54,12.37,"Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",Cần bán lại chiếc xe vission chạy rất bền tiết kiệm xăng xe biển số Sài Gòn giấy tờ đầy đủ xe mua lại không chính chủ,Honda,Vision,2012.0,2,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124820018.htm,2.468099531471619,11,146,1,0,7,2,2,0,0,0.7587429692168542,-0.39863308055069724,-0.4143663865721347
4261,Xe Yamaha Nouvo 5P11 2009 Đen/Đỏ. Xe còn chạy tốt.,5.9,3.58,4.2,"Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","Xe Yamaha Nouvo 5P11 2009 Đen/Đỏ (Giấy tờ đầy đủ, biển 63 Tiền Giang).
Xe còn chạy tốt, xe chạy đi làm đi học rất kỹ, đổi xe nên bán. 
Xem xe Tân Bình - Hồ Chí Minh
Giá thương lượng (thiện chí).",Yamaha,Nouvo,2009.0,29999,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124804580.htm,1.9315214116032138,33,92,1,0,6,2,2,0,0,0.7218881762180193,-0.7980468705445657,-0.15012330601103313
4262,xe nhà đi kỷ nen máy móc êm ru,10.0,9.44,11.08,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Xe nguyên bản nguyên zin tại kẹt tiền nen bán lại cho ae đam mê,Honda,Dylan,2004.0,110000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124791452.htm,2.3978952727983707,11,38,1,0,7,2,2,0,0,0.5879012436585075,-1.3273572461191714,0.44701942048190835
4263,sh Việt Nam! 2019 150,75.0,62.76,73.68,"Phường 4, Quận Tân Bình, Tp Hồ Chí Minh","Nhà nhiều xe quá k đi tới nên e cần bán chiếc sh Việt Nam! 150 lên áo ý . Trước xe mua mới rồi lên áo ý luôn xe chính chủ . Xe đi được 28 ngàn cây, xe như mới chủ yếu chạy đi làm , máy móc zin chưa đụng chạm chỉ làm nồi xe thôi ạ, ae ai có nhu cầu liên hệ e xem xe ạ , xe có fix nhá ae",Honda,SH,2019.0,28000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-tan-binh-tp-ho-chi-minh/124776728.htm,4.330733340286331,11,114,1,0,6,0,0,0,0,0.5658765553517668,1.2185139731171415,-0.4319136659665901
